,driver,constructor,track,year,avg_grid_pos_track,track_avg_lap_time,temperature,rain,target_time,years_since_reg_change
1964,HUL,Haas,China,2024,11.0,94.837,35.5,False,94.604,2
1965,BOT,Sauber,China,2024,6.25,94.837,35.5,False,94.66499999999999,2
1966,STR,Aston Martin,China,2024,13.75,94.837,35.5,False,94.838,2
1967,RIC,RB F1 Team,China,2024,7.22,94.837,35.5,False,94.934,2
1968,OCO,Alpine,China,2024,14.0,94.837,35.5,False,95.223,2
1969,ALB,Williams,China,2024,17.0,94.837,35.5,False,95.241,2
1970,GAS,Alpine,China,2024,12.67,94.837,35.5,False,95.287,2
1971,ZHO,Sauber,China,2024,16.0,94.837,35.5,False,95.505,2
1972,MAG,Haas,China,2024,13.5,94.837,35.5,False,95.51599999999999,2
1973,HAM,Mercedes,China,2024,5.5,94.837,35.5,False,95.57300000000001,2
1974,TSU,RB F1 Team,China,2024,19.0,94.837,35.5,False,95.74600000000001,2
1975,SAR,Williams,China,2024,20.0,94.837,35.5,False,96.358,2
1976,VER,Red Bull,Miami,2024,4.33,88.051,49.2,False,87.241,2
1977,LEC,Ferrari,Miami,2024,3.33,88.051,49.2,False,87.382,2
1978,SAI,Ferrari,Miami,2024,2.67,88.051,49.2,False,87.455,2
1979,PER,Red Bull,Miami,2024,3.0,88.051,49.2,False,87.46000000000001,2
1980,NOR,McLaren,Miami,2024,5.0,88.051,49.2,False,87.594,2
1981,PIA,McLaren,Miami,2024,12.5,88.051,49.2,False,87.675,2
1982,RUS,Mercedes,Miami,2024,8.33,88.051,49.2,False,88.06700000000001,2
1983,HAM,Mercedes,Miami,2024,9.0,88.051,49.2,False,87.697,2
1984,HUL,Haas,Miami,2024,10.5,88.051,49.2,False,88.146,2
1985,TSU,RB F1 Team,Miami,2024,12.0,88.051,49.2,False,88.167,2
1986,STR,Aston Martin,Miami,2024,13.0,88.051,49.2,False,88.17699999999999,2
1987,GAS,Alpine,Miami,2024,8.0,88.051,49.2,False,87.976,2
1988,OCO,Alpine,Miami,2024,13.67,88.051,49.2,False,88.209,2
1989,ALB,Williams,Miami,2024,14.33,88.051,49.2,False,88.343,2
1990,ALO,Aston Martin,Miami,2024,9.33,88.051,49.2,False,88.42699999999999,2
1991,BOT,Sauber,Miami,2024,10.33,88.051,49.2,False,88.463,2
1992,SAR,Williams,Miami,2024,18.5,88.051,49.2,False,88.487,2
1993,RIC,RB F1 Team,Miami,2024,17.0,88.051,49.2,False,88.617,2
1994,MAG,Haas,Miami,2024,12.67,88.051,49.2,False,88.619,2
1995,ZHO,Sauber,Miami,2024,16.67,88.051,49.2,False,88.824,2
1996,VER,Red Bull,Imola,2024,2.0,75.737,43.8,False,74.746,2
1997,PIA,McLaren,Imola,2024,5.0,75.737,43.8,False,74.82,2
1998,NOR,McLaren,Imola,2024,5.75,75.737,43.8,False,74.837,2
1999,LEC,Ferrari,Imola,2024,4.0,75.737,43.8,False,74.97,2
2000,SAI,Ferrari,Imola,2024,7.25,75.737,43.8,False,75.233,2
2001,RUS,Mercedes,Imola,2024,10.5,75.737,43.8,False,75.234,2
2002,TSU,RB F1 Team,Imola,2024,13.0,75.737,43.8,False,75.358,2
2003,HAM,Mercedes,Imola,2024,6.25,75.737,43.8,False,75.504,2
2004,RIC,RB F1 Team,Imola,2024,6.5,75.737,43.8,False,75.674,2
2005,HUL,Haas,Imola,2024,10.0,75.737,43.8,False,75.569,2
2006,PER,Red Bull,Imola,2024,6.75,75.737,43.8,False,75.706,2
2007,OCO,Alpine,Imola,2024,12.25,75.737,43.8,False,75.906,2
2008,STR,Aston Martin,Imola,2024,13.25,75.737,43.8,False,75.992,2
2009,ALB,Williams,Imola,2024,12.67,75.737,43.8,False,76.2,2
2010,GAS,Alpine,Imola,2024,10.25,75.737,43.8,False,76.015,2
2011,BOT,Sauber,Imola,2024,8.0,75.737,43.8,False,76.626,2
2012,ZHO,Sauber,Imola,2024,18.5,75.737,43.8,False,76.834,2
2013,MAG,Haas,Imola,2024,14.33,75.737,43.8,False,76.854,2
2014,ALO,Aston Martin,Imola,2024,10.38,75.737,43.8,False,76.917,2
2016,LEC,Ferrari,Monaco,2024,6.33,71.266,49.0,False,70.27,2
2017,PIA,McLaren,Monaco,2024,6.5,71.266,49.0,False,70.424,2
2018,SAI,Ferrari,Monaco,2024,6.89,71.266,49.0,False,70.518,2
2019,NOR,McLaren,Monaco,2024,7.2,71.266,49.0,False,70.542,2
2020,RUS,Mercedes,Monaco,2024,10.6,71.266,49.0,False,70.543,2
2021,VER,Red Bull,Monaco,2024,7.78,71.266,49.0,False,70.56700000000001,2
2022,HAM,Mercedes,Monaco,2024,5.47,71.266,49.0,False,70.621,2
2023,TSU,RB F1 Team,Monaco,2024,11.0,71.266,49.0,False,70.858,2
2024,ALB,Williams,Monaco,2024,12.0,71.266,49.0,False,70.94800000000001,2
2025,GAS,Alpine,Monaco,2024,9.67,71.266,49.0,False,70.896,2
2026,OCO,Alpine,Monaco,2024,9.33,71.266,49.0,False,71.285,2
2027,HUL,Haas,Monaco,2024,11.64,71.266,49.0,False,71.44,2
2028,RIC,RB F1 Team,Monaco,2024,7.73,71.266,49.0,False,71.482,2
2029,STR,Aston Martin,Monaco,2024,15.57,71.266,49.0,False,71.563,2
2030,MAG,Haas,Monaco,2024,13.63,71.266,49.0,False,71.725,2
2031,ALO,Aston Martin,Monaco,2024,8.1,71.266,49.0,False,72.019,2
2032,SAR,Williams,Monaco,2024,15.5,71.266,49.0,False,72.02,2
2033,PER,Red Bull,Monaco,2024,11.17,71.266,49.0,False,72.06,2
2034,BOT,Sauber,Monaco,2024,10.0,71.266,49.0,False,72.512,2
2035,ZHO,Sauber,Monaco,2024,19.0,71.266,49.0,False,73.028,2
2036,RUS,Mercedes,Canada,2024,7.75,72.705,33.7,True,71.742,2
2037,VER,Red Bull,Canada,2024,5.63,72.705,33.7,True,72.0,2
2038,NOR,McLaren,Canada,2024,8.0,72.705,33.7,True,72.021,2
2039,PIA,McLaren,Canada,2024,6.0,72.705,33.7,True,72.103,2
2040,RIC,RB F1 Team,Canada,2024,7.4,72.705,33.7,True,72.178,2
2041,ALO,Aston Martin,Canada,2024,6.37,72.705,33.7,True,72.228,2
2042,HAM,Mercedes,Canada,2024,2.47,72.705,33.7,True,71.979,2
2043,TSU,RB F1 Team,Canada,2024,15.67,72.705,33.7,True,72.303,2
2044,STR,Aston Martin,Canada,2024,15.33,72.705,33.7,True,72.659,2
2045,ALB,Williams,Canada,2024,11.0,72.705,33.7,True,72.485,2
2046,LEC,Ferrari,Canada,2024,11.2,72.705,33.7,True,72.691,2
2047,SAI,Ferrari,Canada,2024,11.25,72.705,33.7,True,72.728,2
2048,SAR,Williams,Canada,2024,15.5,72.705,33.7,True,72.736,2
2049,MAG,Haas,Canada,2024,14.38,72.705,33.7,True,72.916,2
2050,GAS,Alpine,Canada,2024,13.8,72.705,33.7,True,72.94,2
2051,PER,Red Bull,Canada,2024,12.27,72.705,33.7,True,73.326,2
2052,BOT,Sauber,Canada,2024,7.3,72.705,33.7,True,73.366,2
2053,OCO,Alpine,Canada,2024,9.6,72.705,33.7,True,73.435,2
2054,HUL,Haas,Canada,2024,9.73,72.705,33.7,True,73.978,2
2055,ZHO,Sauber,Canada,2024,16.67,72.705,33.7,True,74.292,2
2056,NOR,McLaren,Spain,2024,7.0,72.256,37.5,False,71.383,2
2057,VER,Red Bull,Spain,2024,3.4,72.256,37.5,False,71.403,2
2058,HAM,Mercedes,Spain,2024,4.33,72.256,37.5,False,71.701,2
2059,RUS,Mercedes,Spain,2024,12.0,72.256,37.5,False,71.703,2
2060,LEC,Ferrari,Spain,2024,8.14,72.256,37.5,False,71.731,2
2061,SAI,Ferrari,Spain,2024,7.0,72.256,37.5,False,71.736,2
2062,GAS,Alpine,Spain,2024,10.14,72.256,37.5,False,71.857,2
2063,PER,Red Bull,Spain,2024,10.0,72.256,37.5,False,72.054,2
2064,OCO,Alpine,Spain,2024,9.86,72.256,37.5,False,72.109,2
2065,PIA,McLaren,Spain,2024,9.0,72.256,37.5,False,72.011,2
2066,ALO,Aston Martin,Spain,2024,7.29,72.256,37.5,False,72.128,2
2067,BOT,Sauber,Spain,2024,6.42,72.256,37.5,False,72.227,2
2068,HUL,Haas,Spain,2024,13.45,72.256,37.5,False,72.31,2
2069,STR,Aston Martin,Spain,2024,13.0,72.256,37.5,False,72.372,2
2070,ZHO,Sauber,Spain,2024,14.33,72.256,37.5,False,72.738,2
2071,MAG,Haas,Spain,2024,12.44,72.256,37.5,False,72.937,2
2072,TSU,RB F1 Team,Spain,2024,15.25,72.256,37.5,False,72.985,2
2073,RIC,RB F1 Team,Spain,2024,9.5,72.256,37.5,False,73.075,2
2074,ALB,Williams,Spain,2024,14.6,72.256,37.5,False,73.153,2
2075,SAR,Williams,Spain,2024,19.5,72.256,37.5,False,73.509,2
2076,VER,Red Bull,Austria,2024,2.92,65.288,47.5,False,64.314,2
2077,NOR,McLaren,Austria,2024,4.75,65.288,47.5,False,64.718,2
2078,RUS,Mercedes,Austria,2024,10.5,65.288,47.5,False,64.84,2
2079,SAI,Ferrari,Austria,2024,9.0,65.288,47.5,False,64.851,2
2080,HAM,Mercedes,Austria,2024,4.23,65.288,47.5,False,64.903,2
2081,LEC,Ferrari,Austria,2024,7.56,65.288,47.5,False,65.044,2
2082,PIA,McLaren,Austria,2024,10.0,65.288,47.5,False,65.048,2
2083,PER,Red Bull,Austria,2024,10.54,65.288,47.5,False,65.144,2
2084,HUL,Haas,Austria,2024,8.75,65.288,47.5,False,65.262,2
2085,OCO,Alpine,Austria,2024,11.22,65.288,47.5,False,65.274,2
2086,RIC,RB F1 Team,Austria,2024,9.75,65.288,47.5,False,65.289,2
2087,MAG,Haas,Austria,2024,12.5,65.288,47.5,False,65.347,2
2088,GAS,Alpine,Austria,2024,9.67,65.288,47.5,False,65.359,2
2089,TSU,RB F1 Team,Austria,2024,12.8,65.288,47.5,False,65.412,2
2090,ALO,Aston Martin,Austria,2024,14.08,65.288,47.5,False,65.639,2
2091,ALB,Williams,Austria,2024,11.5,65.288,47.5,False,65.736,2
2092,STR,Aston Martin,Austria,2024,11.9,65.288,47.5,False,65.819,2
2093,BOT,Sauber,Austria,2024,6.69,65.288,47.5,False,65.847,2
2094,SAR,Williams,Austria,2024,18.5,65.288,47.5,False,65.856,2
2095,ZHO,Sauber,Austria,2024,16.67,65.288,47.5,False,66.061,2
2096,RUS,Mercedes,Silverstone,2024,11.5,88.924,19.4,False,85.819,2
2097,HAM,Mercedes,Silverstone,2024,4.05,88.924,19.4,False,85.99,2
2098,NOR,McLaren,Silverstone,2024,5.57,88.924,19.4,False,86.03,2
2099,VER,Red Bull,Silverstone,2024,4.0,88.924,19.4,False,86.203,2
2100,PIA,McLaren,Silverstone,2024,4.0,88.924,19.4,False,86.237,2
2101,HUL,Haas,Silverstone,2024,9.31,88.924,19.4,False,86.338,2
2102,SAI,Ferrari,Silverstone,2024,9.0,88.924,19.4,False,86.509,2
2103,STR,Aston Martin,Silverstone,2024,13.11,88.924,19.4,False,86.58500000000001,2
2104,ALB,Williams,Silverstone,2024,10.5,88.924,19.4,False,86.64,2
2105,ALO,Aston Martin,Silverstone,2024,9.05,88.924,19.4,False,86.73,2
2106,LEC,Ferrari,Silverstone,2024,5.75,88.924,19.4,False,87.09700000000001,2
2107,SAR,Williams,Silverstone,2024,13.0,88.924,19.4,False,87.175,2
2108,TSU,RB F1 Team,Silverstone,2024,14.5,88.924,19.4,False,87.269,2
2109,ZHO,Sauber,Silverstone,2024,13.33,88.924,19.4,False,87.867,2
2110,RIC,RB F1 Team,Silverstone,2024,10.21,88.924,19.4,False,87.949,2
2111,BOT,Sauber,Silverstone,2024,8.31,88.924,19.4,False,92.431,2
2112,MAG,Haas,Silverstone,2024,14.4,88.924,19.4,False,92.905,2
2113,OCO,Alpine,Silverstone,2024,11.88,88.924,19.4,False,94.557,2
2114,PER,Red Bull,Silverstone,2024,12.31,88.924,19.4,False,98.348,2
2115,GAS,Alpine,Silverstone,2024,11.0,88.924,19.4,False,99.804,2
2116,NOR,McLaren,Hungary,2024,4.83,76.498,29.8,True,75.227,2
2117,PIA,McLaren,Hungary,2024,3.0,76.498,29.8,True,75.249,2
2118,VER,Red Bull,Hungary,2024,5.1,76.498,29.8,True,75.273,2
2119,SAI,Ferrari,Hungary,2024,8.1,76.498,29.8,True,75.696,2
2120,HAM,Mercedes,Hungary,2024,3.5,76.498,29.8,True,75.854,2
2121,LEC,Ferrari,Hungary,2024,6.86,76.498,29.8,True,75.891,2
2122,ALO,Aston Martin,Hungary,2024,7.29,76.498,29.8,True,76.043,2
2123,STR,Aston Martin,Hungary,2024,13.25,76.498,29.8,True,76.075,2
2124,RIC,RB F1 Team,Hungary,2024,10.71,76.498,29.8,True,76.202,2
2125,TSU,RB F1 Team,Hungary,2024,14.75,76.498,29.8,True,76.121,2
2126,HUL,Haas,Hungary,2024,10.73,76.498,29.8,True,76.31700000000001,2
2127,BOT,Sauber,Hungary,2024,6.08,76.498,29.8,True,76.384,2
2128,ALB,Williams,Hungary,2024,14.2,76.498,29.8,True,76.429,2
2129,SAR,Williams,Hungary,2024,17.0,76.498,29.8,True,76.543,2
2130,MAG,Haas,Hungary,2024,15.67,76.498,29.8,True,76.548,2
2131,PER,Red Bull,Hungary,2024,11.57,76.498,29.8,True,77.886,2
2132,RUS,Mercedes,Hungary,2024,13.33,76.498,29.8,True,77.968,2
2133,ZHO,Sauber,Hungary,2024,11.67,76.498,29.8,True,78.037,2
2134,OCO,Alpine,Hungary,2024,12.29,76.498,29.8,True,78.049,2
2135,GAS,Alpine,Hungary,2024,11.71,76.498,29.8,True,78.166,2
2136,VER,Red Bull,Spa-Francorchamps,2024,7.2,106.075,22.7,True,113.15899999999999,2
2137,LEC,Ferrari,Spa-Francorchamps,2024,7.43,106.075,22.7,True,113.75399999999999,2
2138,PER,Red Bull,Spa-Francorchamps,2024,6.38,106.075,22.7,True,113.765,2
2139,HAM,Mercedes,Spa-Francorchamps,2024,4.0,106.075,22.7,True,113.83500000000001,2
2140,NOR,McLaren,Spa-Francorchamps,2024,10.67,106.075,22.7,True,113.981,2
2141,PIA,McLaren,Spa-Francorchamps,2024,5.0,106.075,22.7,True,114.027,2
2142,RUS,Mercedes,Spa-Francorchamps,2024,8.33,106.075,22.7,True,114.095,2
2143,SAI,Ferrari,Spa-Francorchamps,2024,10.1,106.075,22.7,True,114.112,2
2144,ALO,Aston Martin,Spa-Francorchamps,2024,9.63,106.075,22.7,True,114.25800000000001,2
2145,OCO,Alpine,Spa-Francorchamps,2024,10.25,106.075,22.7,True,114.46000000000001,2
2146,ALB,Williams,Spa-Francorchamps,2024,10.6,106.075,22.7,True,114.473,2
2147,GAS,Alpine,Spa-Francorchamps,2024,10.43,106.075,22.7,True,114.63499999999999,2
2148,RIC,RB F1 Team,Spa-Francorchamps,2024,10.29,106.075,22.7,True,114.682,2
2149,BOT,Sauber,Spa-Francorchamps,2024,9.67,106.075,22.7,True,114.76400000000001,2
2150,STR,Aston Martin,Spa-Francorchamps,2024,13.63,106.075,22.7,True,115.71600000000001,2
2151,HUL,Haas,Spa-Francorchamps,2024,12.73,106.075,22.7,True,116.30799999999999,2
2152,MAG,Haas,Spa-Francorchamps,2024,12.56,106.075,22.7,True,116.5,2
2153,TSU,RB F1 Team,Spa-Francorchamps,2024,16.75,106.075,22.7,True,116.593,2
2154,SAR,Williams,Spa-Francorchamps,2024,18.0,106.075,22.7,True,117.22999999999999,2
2155,ZHO,Sauber,Spa-Francorchamps,2024,18.0,106.075,22.7,True,117.775,2
2156,NOR,McLaren,Zandvoort,2024,7.33,76.69,30.8,False,69.673,2
2157,VER,Red Bull,Zandvoort,2024,1.0,76.69,30.8,False,70.029,2
2158,PIA,McLaren,Zandvoort,2024,8.0,76.69,30.8,False,70.172,2
2159,RUS,Mercedes,Zandvoort,2024,6.67,76.69,30.8,False,70.244,2
2160,PER,Red Bull,Zandvoort,2024,10.67,76.69,30.8,False,70.416,2
2161,LEC,Ferrari,Zandvoort,2024,5.33,76.69,30.8,False,70.582,2
2162,ALO,Aston Martin,Zandvoort,2024,9.0,76.69,30.8,False,70.633,2
2163,STR,Aston Martin,Zandvoort,2024,11.0,76.69,30.8,False,70.661,2
2164,GAS,Alpine,Zandvoort,2024,9.0,76.69,30.8,False,70.815,2
2165,SAI,Ferrari,Zandvoort,2024,5.0,76.69,30.8,False,70.914,2
2166,HAM,Mercedes,Zandvoort,2024,6.33,76.69,30.8,False,70.94800000000001,2
2167,TSU,RB F1 Team,Zandvoort,2024,13.33,76.69,30.8,False,70.955,2
2168,HUL,Haas,Zandvoort,2024,14.0,76.69,30.8,False,71.215,2
2169,MAG,Haas,Zandvoort,2024,19.0,76.69,30.8,False,71.295,2
2170,RIC,RB F1 Team,Zandvoort,2024,13.5,76.69,30.8,False,71.943,2
2171,OCO,Alpine,Zandvoort,2024,12.0,76.69,30.8,False,71.995,2
2172,BOT,Sauber,Zandvoort,2024,12.33,76.69,30.8,False,72.168,2
2173,ZHO,Sauber,Zandvoort,2024,14.5,76.69,30.8,False,73.261,2
2174,ALB,Williams,Zandvoort,2024,9.5,76.69,30.8,False,70.653,2
0,NOR,McLaren,Monza,2024,7.4,81.451,48.4,False,79.327,2
1,PIA,McLaren,Monza,2024,7.0,81.451,48.4,False,79.436,2
2,RUS,Mercedes,Monza,2024,10.6,81.451,48.4,False,79.44,2
3,LEC,Ferrari,Monza,2024,6.33,81.451,48.4,False,79.461,2
4,SAI,Ferrari,Monza,2024,9.89,81.451,48.4,False,79.467,2
5,HAM,Mercedes,Monza,2024,4.65,81.451,48.4,False,79.513,2
6,VER,Red Bull,Monza,2024,8.78,81.451,48.4,False,79.662,2
7,PER,Red Bull,Monza,2024,10.15,81.451,48.4,False,80.062,2
8,ALB,Williams,Monza,2024,7.67,81.451,48.4,False,80.299,2
9,HUL,Haas,Monza,2024,11.9,81.451,48.4,False,80.339,2
10,ALO,Aston Martin,Monza,2024,9.35,81.451,48.4,False,80.42099999999999,2
11,RIC,RB F1 Team,Monza,2024,10.92,81.451,48.4,False,80.479,2
12,MAG,Haas,Monza,2024,13.38,81.451,48.4,False,80.69800000000001,2
13,GAS,Alpine,Monza,2024,13.0,81.451,48.4,False,80.738,2
14,OCO,Alpine,Monza,2024,12.71,81.451,48.4,False,80.764,2
15,TSU,RB F1 Team,Monza,2024,15.33,81.451,48.4,False,80.945,2
16,COL,Monza,2024,17.0,81.451,48.4,False,80.988,2
17,STR,Aston Martin,Monza,2024,10.0,81.451,48.4,False,81.013,2
18,BOT,Sauber,Monza,2024,8.45,81.451,48.4,False,81.101,2
19,ZHO,Sauber,Monza,2024,12.5,81.451,48.4,False,81.445,2
0,LEC,Ferrari,Baku,2024,4.8,102.465,37.4,False,101.365,2
1,PIA,McLaren,Baku,2024,10.0,102.465,37.4,False,101.686,2
2,SAI,Ferrari,Baku,2024,9.14,102.465,37.4,False,101.805,2
3,PER,Red Bull,Baku,2024,5.29,102.465,37.4,False,101.813,2
4,RUS,Mercedes,Baku,2024,11.75,102.465,37.4,False,101.874,2
5,VER,Red Bull,Baku,2024,4.43,102.465,37.4,False,102.023,2
6,HAM,Mercedes,Baku,2024,4.14,102.465,37.4,False,102.289,2
7,ALO,Aston Martin,Baku,2024,11.33,102.465,37.4,False,102.369,2
8,COL,Baku,2024,9.0,102.465,37.4,False,102.473,2
9,ALB,Williams,Baku,2024,13.33,102.465,37.4,False,102.84,2
10,BEA,Baku,2024,10.0,102.465,37.4,False,102.968,2
11,TSU,RB F1 Team,Baku,2024,7.67,102.465,37.4,False,103.035,2
12,HUL,Haas,Baku,2024,14.8,102.465,37.4,False,103.101,2
13,STR,Aston Martin,Baku,2024,13.0,102.465,37.4,False,103.37,2
14,RIC,RB F1 Team,Baku,2024,8.5,102.465,37.4,False,103.547,2
15,NOR,McLaren,Baku,2024,8.5,102.465,37.4,False,103.609,2
16,BOT,Sauber,Baku,2024,7.43,102.465,37.4,False,103.618,2
17,ZHO,Sauber,Baku,2024,14.5,102.465,37.4,False,104.246,2
18,OCO,Alpine,Baku,2024,11.6,102.465,37.4,False,104.503,2
19,GAS,Alpine,Baku,2024,12.8,102.465,37.4,False,103.088,2
0,VER,Red Bull,Bahrain,2025,5.64,90.021,22.2,False,88.779,3
1,LEC,Ferrari,Bahrain,2025,5.75,90.021,22.2,False,88.38499999999999,3
2,RUS,Mercedes,Bahrain,2025,9.71,90.021,22.2,False,88.775,3
3,SAI,Williams,Bahrain,2025,8.64,90.021,22.2,False,88.757,3
4,PER,Red Bull,Bahrain,2025,9.21,90.021,22.2,False,89.137,3
5,ALO,Aston Martin,Bahrain,2025,8.0,90.021,22.2,False,89.242,3
6,NOR,McLaren,Bahrain,2025,10.71,90.021,22.2,False,88.934,3
7,PIA,McLaren,Bahrain,2025,13.0,90.021,22.2,False,89.113,3
8,HAM,Mercedes,Bahrain,2025,3.94,90.021,22.2,False,88.78,3
9,HUL,Sauber,Bahrain,2025,11.25,90.021,22.2,False,89.361,3
10,TSU,RB F1 Team,Bahrain,2025,13.5,90.021,22.2,False,89.18900000000001,3
11,STR,Aston Martin,Bahrain,2025,13.56,90.021,22.2,False,89.44500000000001,3
12,ALB,Williams,Bahrain,2025,11.67,90.021,22.2,False,89.411,3
13,RIC,RB F1 Team,Bahrain,2025,8.69,90.021,22.2,False,89.31800000000001,3
14,MAG,Haas,Bahrain,2025,13.4,90.021,22.2,False,90.059,3
15,BOT,Sauber,Bahrain,2025,5.92,90.021,22.2,False,90.106,3
16,ZHO,Sauber,Bahrain,2025,15.0,90.021,22.2,False,90.137,3
17,COL,Williams,Bahrain,2025,17.6,90.021,22.2,False,89.83,3
18,OCO,Haas,Bahrain,2025,11.88,90.021,22.2,False,90.233,3
19,GAS,Alpine,Bahrain,2025,11.25,90.021,22.2,False,90.32799999999999,3
20,VER,Red Bull,Jeddah,2025,5.75,88.584,31.9,False,86.852,3
21,LEC,Ferrari,Jeddah,2025,5.0,88.584,31.9,False,87.351,3
22,PER,Red Bull,Jeddah,2025,2.5,88.584,31.9,False,86.867,3
23,ALO,Aston Martin,Jeddah,2025,6.5,88.584,31.9,False,87.426,3
24,PIA,McLaren,Jeddah,2025,6.5,88.584,31.9,False,87.339,3
25,NOR,McLaren,Jeddah,2025,10.75,88.584,31.9,False,87.72200000000001,3
26,RUS,Mercedes,Jeddah,2025,7.5,88.584,31.9,False,87.85600000000001,3
27,HAM,Mercedes,Jeddah,2025,7.75,88.584,31.9,False,88.13000000000001,3
28,TSU,RB F1 Team,Jeddah,2025,13.0,88.584,31.9,False,88.087,3
29,STR,Aston Martin,Jeddah,2025,11.5,88.584,31.9,False,87.5,3
30,ALB,Williams,Jeddah,2025,15.0,88.584,31.9,False,88.10000000000001,3
31,MAG,Haas,Jeddah,2025,12.0,88.584,31.9,False,88.42,3
32,RIC,RB F1 Team,Jeddah,2025,13.0,88.584,31.9,False,88.575,3
33,HUL,Sauber,Jeddah,2025,14.0,88.584,31.9,False,88.385,3
34,BOT,Sauber,Jeddah,2025,10.0,88.584,31.9,False,88.489,3
35,OCO,Haas,Jeddah,2025,9.25,88.584,31.9,False,88.515,3
36,GAS,Alpine,Jeddah,2025,10.5,88.584,31.9,False,88.629,3
37,COL,Williams,Jeddah,2025,19.5,88.584,31.9,False,89.056,3
38,VER,Red Bull,Australia,2025,4.13,77.014,34.5,True,74.96499999999999,3
39,SAI,Williams,Australia,2025,8.13,77.014,34.5,True,75.625,3
40,PER,Red Bull,Australia,2025,12.5,77.014,34.5,True,75.634,3
41,NOR,McLaren,Australia,2025,7.0,77.014,34.5,True,75.725,3
42,LEC,Ferrari,Australia,2025,7.0,77.014,34.5,True,75.574,3
43,PIA,McLaren,Australia,2025,10.5,77.014,34.5,True,75.622,3
44,RUS,Mercedes,Australia,2025,8.5,77.014,34.5,True,76.274,3
45,TSU,RB F1 Team,Australia,2025,11.0,77.014,34.5,True,75.928,3
46,STR,Aston Martin,Australia,2025,13.83,77.014,34.5,True,76.0,3
47,ALO,Aston Martin,Australia,2025,8.42,77.014,34.5,True,76.11000000000001,3
48,HAM,Mercedes,Australia,2025,4.06,77.014,34.5,True,76.19000000000001,3
49,ALB,Williams,Australia,2025,13.25,77.014,34.5,True,76.41,3
50,BOT,Sauber,Australia,2025,12.33,77.014,34.5,True,76.39,3
51,MAG,Haas,Australia,2025,12.0,77.014,34.5,True,76.457,3
52,OCO,Haas,Australia,2025,12.2,77.014,34.5,True,76.73700000000001,3
53,HUL,Sauber,Australia,2025,10.91,77.014,34.5,True,77.256,3
54,GAS,Alpine,Australia,2025,14.8,77.014,34.5,True,77.062,3
55,RIC,RB F1 Team,Australia,2025,10.0,77.014,34.5,True,77.605,3
56,ZHO,Sauber,Australia,2025,16.67,77.014,34.5,True,77.328,3
57,VER,Red Bull,Suzuka,2025,4.38,89.285,27.9,False,87.447,3
58,PER,Red Bull,Suzuka,2025,8.5,89.285,27.9,False,87.44300000000001,3
59,NOR,McLaren,Suzuka,2025,6.0,89.285,27.9,False,87.589,3
60,SAI,Williams,Suzuka,2025,9.5,89.285,27.9,False,88.262,3
61,ALO,Aston Martin,Suzuka,2025,10.33,89.285,27.9,False,87.83600000000001,3
62,PIA,McLaren,Suzuka,2025,4.0,89.285,27.9,False,88.13000000000001,3
63,HAM,Mercedes,Suzuka,2025,4.14,89.285,27.9,False,88.12599999999999,3
64,LEC,Ferrari,Suzuka,2025,5.2,89.285,27.9,False,88.126,3
65,RUS,Mercedes,Suzuka,2025,10.75,89.285,27.9,False,88.38799999999999,3
66,TSU,RB F1 Team,Suzuka,2025,10.67,89.285,27.9,False,88.643,3
67,RIC,RB F1 Team,Suzuka,2025,11.36,89.285,27.9,False,88.632,3
68,HUL,Sauber,Suzuka,2025,12.55,89.285,27.9,False,88.974,3
69,BOT,Sauber,Suzuka,2025,8.2,89.285,27.9,False,88.813,3
70,ALB,Williams,Suzuka,2025,12.25,89.285,27.9,False,89.294,3
71,OCO,Haas,Suzuka,2025,11.67,89.285,27.9,False,89.081,3
72,STR,Aston Martin,Suzuka,2025,15.33,89.285,27.9,False,89.424,3
73,GAS,Alpine,Suzuka,2025,13.17,89.285,27.9,False,89.609,3
74,MAG,Haas,Suzuka,2025,14.63,89.285,27.9,False,89.541,3
75,COL,Williams,Suzuka,2025,19.5,89.285,27.9,False,89.389,3
76,ZHO,Sauber,Suzuka,2025,17.67,89.285,27.9,False,89.743,3
77,VER,Red Bull,China,2025,8.17,94.837,35.5,False,92.81,3
78,PER,Red Bull,China,2025,10.0,94.837,35.5,False,93.502,3
79,ALO,Aston Martin,China,2025,6.31,94.837,35.5,False,93.188,3
80,NOR,McLaren,China,2025,9.5,94.837,35.5,False,93.56500000000001,3
81,PIA,McLaren,China,2025,5.0,94.837,35.5,False,93.893,3
82,LEC,Ferrari,China,2025,9.67,94.837,35.5,False,93.929,3
83,SAI,Williams,China,2025,10.5,94.837,35.5,False,93.667,3
84,RUS,Mercedes,China,2025,12.5,94.837,35.5,False,93.843,3
85,HUL,Sauber,China,2025,11.0,94.837,35.5,False,94.124,3
86,BOT,Sauber,China,2025,6.25,94.837,35.5,False,94.33500000000001,3
87,STR,Aston Martin,China,2025,13.75,94.837,35.5,False,93.838,3
88,RIC,RB F1 Team,China,2025,7.22,94.837,35.5,False,94.304,3
89,OCO,Haas,China,2025,14.0,94.837,35.5,False,94.863,3
90,ALB,Williams,China,2025,17.0,94.837,35.5,False,94.851,3
91,GAS,Alpine,China,2025,12.67,94.837,35.5,False,94.32700000000001,3
92,ZHO,Sauber,China,2025,16.0,94.837,35.5,False,95.045,3
