,driver,constructor,track,year,avg_grid_pos_track,track_avg_lap_time,temperature,rain,target_time,years_since_reg_change
1098,SAI,Ferrari,Bahrain,2022,8.64,90.021,26.8,False,90.687,0
1099,PER,Red Bull,Bahrain,2022,9.21,90.021,26.8,False,90.92099999999999,0
1100,HAM,Mercedes,Bahrain,2022,3.94,90.021,26.8,False,91.048,0
1101,BOT,Sauber,Bahrain,2022,5.92,90.021,26.8,False,91.56,0
1102,MAG,Haas,Bahrain,2022,13.4,90.021,26.8,False,91.461,0
1103,ALO,Alpine,Bahrain,2022,8.0,90.021,26.8,False,91.621,0
1104,RUS,Mercedes,Bahrain,2022,9.71,90.021,26.8,False,91.252,0
1105,GAS,Scuderia AlphaTauri,Bahrain,2022,11.25,90.021,26.8,False,91.635,0
1106,OCO,Alpine,Bahrain,2022,11.88,90.021,26.8,False,91.782,0
1107,NOR,McLaren,Bahrain,2022,10.71,90.021,26.8,False,92.00800000000001,0
1108,ALB,Williams,Bahrain,2022,11.67,90.021,26.8,False,92.664,0
1109,ZHO,Sauber,Bahrain,2022,15.0,90.021,26.8,False,92.493,0
1110,TSU,Scuderia AlphaTauri,Bahrain,2022,13.5,90.021,26.8,False,92.75,0
1111,HUL,Aston Martin,Bahrain,2022,11.25,90.021,26.8,False,92.777,0
